Time	pHLumen	pHStroma	FractionActiveCytochrome	lumenCharge	stromaCharge	TotalChargeDifference	deltapsi	deltapH	pmf	deltamuCl	deltamuMg	deltamuK	LightIntensity	ATP	ActiveATPs	Antheraxanthin	Fdxox	Fdxr	LumenCl	LumenK	LumenMg	LumenProtons	P680ex	P680plus	P700ox	P700r	PCr	PQ	PQH2	PSIIChlEx	PheAnion	PsbSQ	QAox	QBneut	QBred1	QBred2	Thrdx	TotalLEF	Volume	Zeaxanthin
0	7.2	7.2	0.97953	0.02	0.02	-7.718e-15	-7.718e-09	-9.9967e-10	-7.7775e-09	7.718e-09	-1.5436e-08	-7.718e-09	0	2	0.05	1e-14	1	1e-14	0.01	0.01	0.01	1e-14	1e-14	1e-14	1e-14	1	0.2	8.999	0.001	1e-14	1e-14	1e-14	1	1	1e-07	1e-07	1e-14	1e-14	8e-10	1e-14
1e-10	7.2		0.97953	0.02		-7.718e-15	-7.718e-09	-9.9963e-10	-7.7775e-09	7.718e-09	-1.5436e-08	-7.718e-09	0.1	2	0.05	1e-14	1	3.501e-11	0.01	0.01	0.01	1.1009e-14	0	3.6923e-12	3.501e-11	1	0.2	8.999	0.001	1.7152e-12	2.9535e-12	4.9653e-14	1	1	1e-07	1e-07	1.0003e-14	3.501e-11	8e-10	1e-14
2e-10	7.2		0.97953	0.02		-7.7179e-15	-7.7179e-09	-9.996e-10	-7.7774e-09	7.7179e-09	-1.5436e-08	-7.7179e-09	0.1	2	0.05	1.0001e-14	1	7.001e-11	0.01	0.01	0.01	1.202e-14	4.609e-15	5.4203e-12	7.001e-11	1	0.2	8.999	0.001	2.7856e-12	3.6546e-12	8.9306e-14	1	1	1e-07	1e-07	1.0009e-14	7.001e-11	8e-10	1e-14
3e-10	7.2		0.97953	0.02		-7.7178e-15	-7.7178e-09	-9.9957e-10	-7.7773e-09	7.7178e-09	-1.5436e-08	-7.7178e-09	0.1	2	0.05	1.0001e-14	1	1.0501e-10	0.01	0.01	0.01	1.3032e-14	5.7242e-15	7.1212e-12	1.0501e-10	1	0.2	8.999	0.001	3.447e-12	4.1601e-12	1.2896e-13	1	1	1e-07	1e-07	1.0019e-14	1.0501e-10	8e-10	1e-14
1.3e-09	7.2		0.97953	0.02		-7.717e-15	-7.717e-09	-9.9922e-10	-7.7765e-09	7.717e-09	-1.5434e-08	-7.717e-09	0.1	2	0.05	1.0003e-14	1	4.5501e-10	0.01	0.01	0.01	2.3286e-14	7.4713e-15	2.7983e-11	4.5501e-10	1	0.2	8.999	0.001	4.4979e-12	6.7571e-12	5.2549e-13	1	1	1e-07	1.0001e-07	1.0419e-14	4.5501e-10	8e-10	1e-14
2.3e-09	7.2		0.97953	0.02		-7.7162e-15	-7.7162e-09	-9.9888e-10	-7.7757e-09	7.7162e-09	-1.5432e-08	-7.7162e-09	0.1	2	0.05	1.0006e-14	1	8.0501e-10	0.01	0.01	0.01	3.3694e-14	7.5246e-15	4.9048e-11	8.0501e-10	1	0.2	8.999	0.001	4.5299e-12	7.4221e-12	9.2202e-13	1	1	1e-07	1.0002e-07	1.116e-14	8.0501e-10	8e-10	1e-14
3.3e-09	7.2		0.97953	0.02		-7.7154e-15	-7.7154e-09	-9.9852e-10	-7.7748e-09	7.7154e-09	-1.5431e-08	-7.7154e-09	0.1	2	0.05	1.0008e-14	1	1.155e-09	0.01	0.01	0.01	4.4253e-14	7.4875e-15	6.9532e-11	1.155e-09	1	0.2	8.999	0.001	4.5076e-12	7.4983e-12	1.3185e-12	1	1	1e-07	1.0003e-07	1.2251e-14	1.155e-09	8e-10	1e-14
1.33e-08	7.2		0.97953	0.02		-7.7064e-15	-7.7064e-09	-9.9466e-10	-7.7656e-09	7.7064e-09	-1.5413e-08	-7.7064e-09	0.1	2	0.05	1.0034e-14	1	4.655e-09	0.01	0.01	0.01	1.6028e-13	7.4767e-15	2.3205e-10	4.655e-09	1	0.2	8.999	0.001	4.5011e-12	7.4821e-12	5.2838e-12	1	1	1.0001e-07	1.001e-07	5.3236e-14	4.655e-09	8e-10	1e-14
2.33e-08	7.2		0.97953	0.02		-7.6967e-15	-7.6967e-09	-9.9048e-10	-7.7557e-09	7.6967e-09	-1.5393e-08	-7.6967e-09	0.1	2	0.05	1.0059e-14	1	8.1549e-09	0.01	0.01	0.01	2.8575e-13	7.4777e-15	3.5648e-10	8.1549e-09	1	0.2	8.999	0.001	4.5017e-12	7.4778e-12	9.2491e-12	1	1	1.0001e-07	1.0018e-07	1.2845e-13	8.155e-09	8e-10	1e-14
3.33e-08	7.2		0.97953	0.02		-7.6865e-15	-7.6865e-09	-9.8605e-10	-7.7452e-09	7.6865e-09	-1.5373e-08	-7.6865e-09	0.1	2	0.05	1.0084e-14	1	1.1655e-08	0.01	0.01	0.01	4.1862e-13	7.4778e-15	4.5103e-10	1.1655e-08	1	0.2	8.999	0.001	4.5018e-12	7.4777e-12	1.3214e-11	1	1	1.0002e-07	1.0026e-07	2.3855e-13	1.1655e-08	8e-10	1e-14
1.333e-07	7.2		0.97953	0.02		-7.5707e-15	-7.5707e-09	-9.3605e-10	-7.6264e-09	7.5707e-09	-1.5141e-08	-7.5707e-09	0.1	2	0.05	1.0336e-14	1	4.6651e-08	0.01	0.01	0.01	1.9186e-12	7.4778e-15	7.0555e-10	4.665e-08	1	0.2	8.999	0.001	4.5018e-12	7.4778e-12	5.2867e-11	1	1	1.0006e-07	1.0103e-07	4.3472e-12	4.6655e-08	8e-10	1e-14
2.333e-07	7.2		0.97953	0.02		-7.4508e-15	-7.4508e-09	-8.8429e-10	-7.5035e-09	7.4508e-09	-1.4902e-08	-7.4508e-09	0.1	2	0.05	1.0589e-14	1	8.1643e-08	0.01	0.01	0.01	3.4714e-12	7.4778e-15	7.4707e-10	8.1641e-08	1	0.2	8.999	0.001	4.5018e-12	7.4778e-12	9.252e-11	1	1	1.0011e-07	1.0181e-07	1.1878e-11	8.1655e-08	8e-10	1e-14
3.333e-07	7.2		0.97953	0.02		-7.3302e-15	-7.3302e-09	-8.322e-10	-7.3798e-09	7.3302e-09	-1.466e-08	-7.3302e-09	0.1	2	0.05	1.0841e-14	1	1.1663e-07	0.01	0.01	0.01	5.0339e-12	7.4778e-15	7.4941e-10	1.1663e-07	1	0.2	8.999	0.00099999	4.5018e-12	7.4778e-12	1.3217e-10	1	1	1.0016e-07	1.0259e-07	2.2896e-11	1.1665e-07	8e-10	1e-14
1.3333e-06	7.2		0.97953	0.02		-6.1237e-15	-6.1237e-09	-3.1118e-10	-6.1422e-09	6.1237e-09	-1.2247e-08	-6.1237e-09	0.1	2	0.05	1.3365e-14	1	4.6622e-07	0.01	0.01	0.01	2.0665e-11	7.4778e-15	7.4798e-10	4.6613e-07	1	0.2	8.999	0.00099998	4.5018e-12	7.4778e-12	5.287e-10	1	1	1.0074e-07	1.1032e-07	4.335e-10	4.6665e-07	8e-10	1e-14
2.3333e-06	7.2		0.97953	0.02		-4.9172e-15	-4.9172e-09	2.0984e-10	-4.9047e-09	4.9172e-09	-9.8343e-09	-4.9172e-09	0.1	2	0.05	1.5889e-14	1	8.1547e-07	0.01	0.01	0.01	3.6295e-11	7.4778e-15	7.4777e-10	8.1523e-07	1	0.2	8.999	0.00099996	4.5018e-12	7.4778e-12	9.2523e-10	1	1	1.0141e-07	1.1804e-07	1.1857e-09	8.1665e-07	8e-10	1e-14
3.3333e-06	7.2		0.97953	0.02		-3.7107e-15	-3.7107e-09	7.3084e-10	-3.6672e-09	3.7107e-09	-7.4214e-09	-3.7107e-09	0.1	2	0.05	1.8413e-14	1	1.1644e-06	0.01	0.01	0.01	5.1925e-11	7.4778e-15	7.4777e-10	1.1639e-06	1	0.2	8.999	0.00099994	4.5018e-12	7.4778e-12	1.3218e-09	1	1	1.0217e-07	1.2574e-07	2.2855e-09	1.1667e-06	8e-10	1e-14
1.3333e-05	7.2		0.97953	0.02		8.353e-15	8.353e-09	5.9406e-09	8.7066e-09	-8.353e-09	1.6706e-08	8.353e-09	0.1	2	0.05	4.3651e-14	1	4.6349e-06	0.01	0.01	0.01	2.0822e-10	7.4778e-15	7.4777e-10	4.6286e-06	1	0.2	8.999	0.00099976	4.5018e-12	7.4778e-12	5.287e-09	1	1	1.144e-07	2.0178e-07	3.1694e-08	4.6666e-06	8e-10	1e-14
2.3333e-05	7.2		0.97953	0.02		2.0414e-14	2.0414e-08	1.115e-08	2.1078e-08	-2.0414e-08	4.0829e-08	2.0414e-08	0.1	2	0.05	6.8889e-14	0.99999	8.0713e-06	0.01	0.01	0.01	3.6449e-10	7.4778e-15	7.4778e-10	8.0524e-06	0.99999	0.2	8.999	0.00099958	4.5018e-12	7.4778e-12	9.2523e-09	1	1	1.3517e-07	2.7602e-07	9.5233e-08	8.1666e-06	8e-10	1e-14
3.3333e-05	7.2		0.97953	0.02		3.2474e-14	3.2474e-08	1.6358e-08	3.3447e-08	-3.2474e-08	6.4947e-08	3.2474e-08	0.1	2	0.05	9.4128e-14	0.99999	1.1473e-05	0.01	0.01	0.01	5.2075e-10	7.4778e-15	7.4778e-10	1.1435e-05	0.99999	0.2	8.999	0.0009994	4.5018e-12	7.4778e-12	1.3218e-08	1	1	1.643e-07	3.4849e-07	1.9279e-07	1.1667e-05	8e-10	1e-14
4.3333e-05	7.2		0.97953	0.02		4.4531e-14	4.4531e-08	2.1566e-08	4.5815e-08	-4.4531e-08	8.9062e-08	4.4531e-08	0.1	2	0.05	1.1937e-13	0.99999	1.4842e-05	0.01	0.01	0.01	6.7698e-10	7.4778e-15	7.4778e-10	1.4778e-05	0.99999	0.2	8.999	0.00099922	4.5018e-12	7.4778e-12	1.7183e-08	1	1	2.0153e-07	4.1922e-07	3.2407e-07	1.5166e-05	8e-10	1e-14
0.00011637	7.2		0.97953	0.02		1.3253e-13	1.3253e-07	5.9586e-08	1.3608e-07	-1.3253e-07	2.6506e-07	1.3253e-07	0.1	2	0.05	3.037e-13	0.99996	3.8465e-05	0.01	0.01	0.01	1.8176e-09	7.4778e-15	7.4778e-10	3.8037e-05	0.99996	0.2	8.999	0.00099794	4.5018e-12	7.4778e-12	4.6145e-08	1	1	6.8551e-07	8.8896e-07	2.2528e-06	4.0729e-05	8e-10	1e-14
0.00018941	7.2		0.97953	0.02		2.2041e-13	2.2041e-07	9.7575e-08	2.2622e-07	-2.2041e-07	4.4082e-07	2.2041e-07	0.1	2	0.05	4.8804e-13	0.99994	6.0427e-05	0.01	0.01	0.01	2.9573e-09	7.4778e-15	7.4778e-10	5.9347e-05	0.99994	0.2	8.999	0.00099668	4.5018e-12	7.4778e-12	7.5106e-08	1	1	1.5049e-06	1.2827e-06	5.8215e-06	6.629e-05	8e-10	1e-14
0.00026245	7.2		0.97953	0.02		3.0818e-13	3.0818e-07	1.3553e-07	3.1625e-07	-3.0818e-07	6.1635e-07	3.0818e-07	0.1	2	0.05	6.7238e-13	0.99992	8.0839e-05	0.01	0.01	0.01	4.096e-09	7.4778e-15	7.4778e-10	7.8865e-05	0.99992	0.19999	8.999	0.00099544	4.5018e-12	7.4778e-12	1.0407e-07	1	1	2.5944e-06	1.612e-06	1.0908e-05	9.185e-05	8e-10	1e-14
0.00033549	7.2		0.97953	0.02		3.9583e-13	3.9583e-07	1.7346e-07	4.0616e-07	-3.9583e-07	7.9166e-07	3.9583e-07	0.1	2	0.05	8.5672e-13	0.9999	9.9809e-05	0.01	0.01	0.01	5.2339e-09	7.4778e-15	7.4778e-10	9.6741e-05	0.9999	0.19999	8.999	0.00099422	4.5018e-12	7.4778e-12	1.3303e-07	0.99999	1	3.8986e-06	1.8874e-06	1.7392e-05	0.00011741	8e-10	1e-14
0.00063041	7.2		0.97953	0.02		7.4865e-13	7.4865e-07	3.2632e-07	7.6808e-07	-7.4865e-07	1.4973e-06	7.4865e-07	0.1	2	0.05	1.6011e-12	0.99984	0.0001636	0.01	0.01	0.01	9.8195e-09	7.4779e-15	7.4778e-10	0.00015468	0.99985	0.19995	8.999	0.00098946	4.5018e-12	7.4779e-12	2.4997e-07	0.99999	0.99999	1.0698e-05	2.5891e-06	5.5776e-05	0.00022061	8e-10	1e-14
0.00092534	7.2		0.97953	0.02		1.0997e-12	1.0997e-06	4.7871e-07	1.1282e-06	-1.0997e-06	2.1994e-06	1.0997e-06	0.1	2	0.05	2.3454e-12	0.99979	0.000211	0.01	0.01	0.01	1.4391e-08	7.4779e-15	7.4778e-10	0.00019523	0.9998	0.19989	8.999	0.00098484	4.5018e-12	7.4779e-12	3.6691e-07	0.99999	0.99998	1.8646e-05	2.9212e-06	0.00010918	0.00032379	8e-10	1e-14
0.0012203	7.2		0.97953	0.02		1.449e-12	1.449e-06	6.3065e-07	1.4866e-06	-1.449e-06	2.898e-06	1.449e-06	0.1	2	0.05	3.0897e-12	0.99975	0.00024633	0.01	0.01	0.01	1.8949e-08	7.478e-15	7.4778e-10	0.0002238	0.99978	0.19982	8.999	0.00098029	4.5018e-12	7.478e-12	4.8384e-07	0.99999	0.99998	2.6988e-05	3.0905e-06	0.0001729	0.00042697	8e-10	1e-14
0.0015152	7.2		0.97953	0.02		1.7966e-12	1.7966e-06	7.8214e-07	1.8432e-06	-1.7966e-06	3.5931e-06	1.7966e-06	0.1	2	0.05	3.8341e-12	0.99973	0.0002727	0.01	0.01	0.01	2.3494e-08	7.478e-15	7.4778e-10	0.00024398	0.99976	0.19974	8.999	0.00097579	4.5018e-12	7.478e-12	6.0077e-07	0.99999	0.99997	3.5538e-05	3.1775e-06	0.00024358	0.00053014	8e-10	1e-14
0.0018101	7.2		0.97953	0.02		2.1425e-12	2.1425e-06	9.332e-07	2.198e-06	-2.1425e-06	4.2848e-06	2.1425e-06	0.1	2	0.05	4.5784e-12	0.99971	0.00029237	0.01	0.01	0.01	2.8026e-08	7.4781e-15	7.4778e-10	0.00025824	0.99974	0.19966	8.999	0.00097133	4.5018e-12	7.4781e-12	7.177e-07	0.99999	0.99996	4.4232e-05	3.2149e-06	0.00031881	0.00063331	8e-10	1e-14
0.0026957	7.2		0.97953	0.02		3.171e-12	3.171e-06	1.3842e-06	3.2534e-06	-3.1709e-06	6.3416e-06	3.1709e-06	0.1	2	0.05	6.8136e-12	0.99967	0.00032904	0.01	0.01	0.01	4.1555e-08	7.4782e-15	7.4778e-10	0.00028307	0.99972	0.19939	8.999	0.00095809	4.5018e-12	7.4782e-12	1.0688e-06	0.99999	0.99993	7.0518e-05	3.2297e-06	0.00055323	0.00094309	8e-10	1e-14
0.0035813	7.2		0.97953	0.02		4.1845e-12	4.1845e-06	1.8313e-06	4.2935e-06	-4.1843e-06	8.3683e-06	4.1843e-06	0.1	2	0.05	9.0487e-12	0.99966	0.00034303	0.01	0.01	0.01	5.4968e-08	7.4784e-15	7.4779e-10	0.0002907	0.99971	0.19911	8.999	0.00094505	4.5018e-12	7.4783e-12	1.4198e-06	0.99998	0.99991	9.6852e-05	3.1775e-06	0.00078954	0.0012529	8e-10	1e-14
0.0044669	7.2		0.97953	0.02		5.1831e-12	5.1831e-06	2.2746e-06	5.3185e-06	-5.1828e-06	1.0365e-05	5.1828e-06	0.1	2	0.05	1.1284e-11	0.99965	0.00034755	0.01	0.01	0.01	6.8267e-08	7.4785e-15	7.4779e-10	0.00029247	0.99971	0.19882	8.9991	0.00093219	4.5018e-12	7.4785e-12	1.7709e-06	0.99998	0.99988	0.00012306	3.1269e-06	0.001015	0.0015626	8e-10	1e-14
0.0053525	7.2		0.97953	0.02		6.1671e-12	6.1671e-06	2.7141e-06	6.3286e-06	-6.1667e-06	1.2333e-05	6.1667e-06	0.1	2	0.05	1.3519e-11	0.99965	0.00034888	0.01	0.01	0.01	8.1452e-08	7.4786e-15	7.4779e-10	0.00029299	0.99971	0.19852	8.9991	0.0009195	4.5018e-12	7.4786e-12	2.1219e-06	0.99998	0.99986	0.00014913	3.0846e-06	0.0012244	0.0018724	8e-10	1e-14
0.0087135	7.2		0.97953	0.02		9.7102e-12	9.7102e-06	4.3327e-06	9.9681e-06	-9.7091e-06	1.9416e-05	9.7091e-06	0.1	2	0.049999	2.2002e-11	0.99965	0.00034975	0.01	0.01	0.01	1.3001e-07	7.4791e-15	7.478e-10	0.00029484	0.99971	0.19741	8.9991	0.00087362	4.5019e-12	7.4791e-12	3.4536e-06	0.99997	0.99976	0.00024661	2.9356e-06	0.0018233	0.003048	8e-10	1e-14
0.012074	7.2		0.97953	0.02		1.3064e-11	1.3064e-05	5.9023e-06	1.3415e-05	-1.3062e-05	2.612e-05	1.3062e-05	0.1	2	0.049999	3.0485e-11	0.99965	0.0003498	0.01	0.01	0.01	1.771e-07	7.4795e-15	7.4781e-10	0.00029655	0.9997	0.19629	8.9992	0.00083002	4.5019e-12	7.4796e-12	4.7848e-06	0.99996	0.99966	0.00034265	2.7937e-06	0.0022662	0.0042236	8e-10	1e-14
0.015435	7.2		0.97953	0.02		1.6237e-11	1.6237e-05	7.4251e-06	1.6679e-05	-1.6234e-05	3.2462e-05	1.6234e-05	0.1	2	0.049999	3.8969e-11	0.99965	0.00034978	0.01	0.01	0.01	2.2278e-07	7.48e-15	7.4782e-10	0.00029825	0.9997	0.19518	8.9992	0.0007886	4.5019e-12	7.48e-12	6.1156e-06	0.99995	0.99957	0.00043728	2.66e-06	0.0025922	0.0053991	8e-10	9.9999e-15
0.023748	7.2		0.97953	0.02		2.345e-11	2.345e-05	1.1026e-05	2.4106e-05	-2.3443e-05	4.6872e-05	2.3443e-05	0.1	2	0.049998	5.995e-11	0.99965	0.00034977	0.01	0.01	0.01	3.3082e-07	7.481e-15	7.4784e-10	0.00030254	0.9997	0.1924	8.9993	0.00069384	4.502e-12	7.481e-12	9.4054e-06	0.99993	0.99934	0.00066634	2.3595e-06	0.0031178	0.0083066	8e-10	9.9999e-15
0.03206	7.2		0.97953	0.02		2.9757e-11	2.9757e-05	1.4391e-05	3.0614e-05	-2.9745e-05	5.9466e-05	2.9745e-05	0.1	2	0.049998	8.0933e-11	0.99965	0.00034977	0.01	0.01	0.01	4.3176e-07	7.4818e-15	7.4785e-10	0.00030698	0.99969	0.1896	8.9994	0.00061013	4.5021e-12	7.4818e-12	1.2693e-05	0.9999	0.99912	0.00088823	2.1022e-06	0.0033516	0.011214	8e-10	9.9999e-15
0.040373	7.2		0.97953	0.02		3.524e-11	3.524e-05	1.754e-05	3.6284e-05	-3.5222e-05	7.0408e-05	3.5222e-05	0.1	2	0.049997	1.0192e-10	0.99965	0.00034977	0.01	0.01	0.01	5.2624e-07	7.4826e-15	7.4787e-10	0.00031157	0.99969	0.1868	8.9995	0.00053654	4.5022e-12	7.4826e-12	1.5977e-05	0.99988	0.9989	0.0011035	1.8845e-06	0.0034431	0.014121	8e-10	9.9998e-15
0.048685	7.2		0.97953	0.020001		3.9993e-11	3.9993e-05	2.0497e-05	4.1213e-05	-3.9968e-05	7.9886e-05	3.9968e-05	0.1	2	0.049997	1.229e-10	0.99965	0.00034977	0.01	0.01	0.01	6.1495e-07	7.4833e-15	7.4788e-10	0.00031632	0.99968	0.18398	8.9995	0.00047203	4.5022e-12	7.4833e-12	1.9259e-05	0.99986	0.99869	0.0013127	1.7024e-06	0.0034762	0.017029	8e-10	9.9998e-15
0.074923	7.2		0.97953	0.020001		5.0137e-11	5.0137e-05	2.8538e-05	5.1836e-05	-5.0084e-05	0.00010006	5.0084e-05	0.1	2	0.049995	1.8914e-10	0.99965	0.00034976	0.01	0.01	0.0099999	8.5617e-07	7.4849e-15	7.4791e-10	0.00033245	0.99967	0.17501	8.9997	0.00033076	4.5024e-12	7.4849e-12	2.9592e-05	0.9998	0.99807	0.0019304	1.3642e-06	0.003496	0.026206	8e-10	9.9997e-15
0.10116	7.2		0.97953	0.020001		5.6881e-11	5.6881e-05	3.5665e-05	5.9004e-05	-5.6795e-05	0.00011342	5.6795e-05	0.1	2	0.049993	2.5539e-10	0.99965	0.00034976	0.01	0.01	0.0099999	1.07e-06	7.4861e-15	7.4792e-10	0.00035041	0.99965	0.16599	8.9998	0.00023511	4.5026e-12	7.4861e-12	3.9899e-05	0.99974	0.99749	0.0025149	1.2183e-06	0.003498	0.035383	7.9999e-10	9.9996e-15
0.1274	7.2		0.97953	0.020001		6.1348e-11	6.1348e-05	4.2178e-05	6.3859e-05	-6.1227e-05	0.00012221	6.1227e-05	0.1	2	0.049991	3.2165e-10	0.99965	0.00034975	0.01	0.01	0.0099998	1.2654e-06	7.487e-15	7.4793e-10	0.00037049	0.99963	0.15694	8.9998	0.00017199	4.5028e-12	7.487e-12	5.0179e-05	0.99969	0.99693	0.0030737	1.2168e-06	0.0034978	0.044559	7.9999e-10	9.9995e-15
0.16878	7.1999		0.97953	0.020001		6.5924e-11	6.5924e-05	5.1794e-05	6.9007e-05	-6.5743e-05	0.00013113	6.5744e-05	0.1	2	0.049989	4.2614e-10	0.99965	0.00034974	0.01	0.0099999	0.0099997	1.5539e-06	7.4881e-15	7.4794e-10	0.0004075	0.99959	0.14262	8.9999	0.00011153	4.5031e-12	7.4881e-12	6.6346e-05	0.9996	0.99608	0.0039195	1.412e-06	0.0034974	0.059031	7.9999e-10	9.9994e-15
0.21016	7.1999		0.97953	0.020001		6.8459e-11	6.8459e-05	6.0901e-05	7.2084e-05	-6.8216e-05	0.00013595	6.8216e-05	0.1	2	0.049986	5.3065e-10	0.99965	0.00034972	0.01	0.0099999	0.0099996	1.8271e-06	7.489e-15	7.4794e-10	0.00045259	0.99955	0.12828	8.9999	8.8206e-05	4.5034e-12	7.489e-12	8.2452e-05	0.99952	0.99527	0.0047253	1.8027e-06	0.0034972	0.073503	7.9998e-10	9.9992e-15
0.25154	7.1999		0.97953	0.020001		7.0089e-11	7.0089e-05	6.9854e-05	7.4247e-05	-6.9781e-05	0.00013895	6.9782e-05	0.1	2	0.049983	6.3517e-10	0.99965	0.0003497	0.01	0.0099999	0.0099995	2.0956e-06	7.4897e-15	7.4794e-10	0.00050788	0.99949	0.11394	8.9999	8.828e-05	4.5036e-12	7.4895e-12	9.8493e-05	0.99944	0.9945	0.0054967	2.33e-06	0.003497	0.087974	7.9998e-10	9.9991e-15
0.29292	7.1999		0.97953	0.020001		7.1537e-11	7.1537e-05	7.8905e-05	7.6234e-05	-7.1164e-05	0.00014159	7.1165e-05	0.1	2	0.04998	7.397e-10	0.99965	0.00034968	0.01	0.0099999	0.0099994	2.3672e-06	7.4904e-15	7.4794e-10	0.00057765	0.99942	0.099625	8.9999	0.00010236	4.5039e-12	7.4903e-12	0.00011447	0.99937	0.99376	0.0062369	2.9636e-06	0.0034968	0.10244	7.9997e-10	9.999e-15
0.35964	7.1999		0.97953	0.020001		7.4281e-11	7.4281e-05	9.4064e-05	7.988e-05	-7.3798e-05	0.00014664	7.38e-05	0.1	2	0.049976	9.0828e-10	0.99965	0.00034962	0.01	0.0099998	0.0099993	2.8219e-06	7.4914e-15	7.4794e-10	0.00074521	0.99925	0.076632	8.9999	0.0001423	4.5043e-12	7.4915e-12	0.00014009	0.99925	0.99262	0.0073676	4.1377e-06	0.0034963	0.12577	7.9997e-10	9.9988e-15
0.42636	7.1999		0.97953	0.020001		7.8161e-11	7.8161e-05	0.0001103	8.4726e-05	-7.7565e-05	0.00015395	7.7567e-05	0.1	2	0.049971	1.0769e-09	0.99965	0.00034952	0.01	0.0099998	0.0099991	3.3089e-06	7.4926e-15	7.4795e-10	0.0010342	0.99897	0.053832	8.9998	0.00019144	4.5046e-12	7.4926e-12	0.00016555	0.99915	0.99157	0.0084221	5.4269e-06	0.0034954	0.1491	7.9996e-10	9.9986e-15
0.49309	7.1999		0.97953	0.020001		8.3145e-11	8.3145e-05	0.0001278	9.0752e-05	-8.2429e-05	0.00016344	8.2432e-05	0.1	2	0.049967	1.2455e-09	0.99965	0.00034933	0.01	0.0099997	0.0099989	3.8341e-06	7.4939e-15	7.4795e-10	0.0015895	0.99841	0.031384	8.9998	0.00024486	4.505e-12	7.4939e-12	0.00019084	0.99905	0.99059	0.0093985	6.7825e-06	0.0034936	0.17241	7.9995e-10	9.9984e-15
0.5131	7.1999		0.97953	0.020001		8.4817e-11	8.4817e-05	0.00013332	9.2753e-05	-8.4064e-05	0.00016664	8.4067e-05	0.1	2	0.049966	1.2961e-09	0.99965	0.00034916	0.01	0.0099997	0.0099988	3.9996e-06	7.4943e-15	7.4796e-10	0.0020742	0.99793	0.024987	8.9997	0.00026142	4.5051e-12	7.4943e-12	0.00019839	0.99902	0.99031	0.0096758	7.1961e-06	0.0034925	0.1794	7.9995e-10	9.9984e-15
0.53312	7.1999		0.97953	0.020001		8.6543e-11	8.6543e-05	0.00013896	9.4814e-05	-8.5752e-05	0.00016994	8.5755e-05	0.1	2	0.049964	1.3467e-09	0.99965	0.00034892	0.01	0.0099997	0.0099988	4.1687e-06	7.4947e-15	7.4796e-10	0.0027853	0.99721	0.018829	8.9997	0.00027834	4.5052e-12	7.4947e-12	0.00020593	0.99899	0.99004	0.0099459	7.6115e-06	0.0034904	0.18639	7.9994e-10	9.9983e-15
0.55314	7.1999		0.97953	0.020001		8.8327e-11	8.8327e-05	0.00014472	9.6941e-05	-8.7497e-05	0.00017335	8.75e-05	0.1	2	0.049963	1.3973e-09	0.99965	0.00034859	0.01	0.0099997	0.0099987	4.3416e-06	7.495e-15	7.4796e-10	0.0037292	0.99627	0.012916	8.9997	0.00029546	4.5053e-12	7.4951e-12	0.00021346	0.99896	0.98977	0.010209	8.0276e-06	0.0034876	0.19337	7.9994e-10	9.9983e-15
0.57315	7.1998		0.97953	0.020001		9.017e-11	9.017e-05	0.0001506	9.9135e-05	-8.93e-05	0.00017688	8.9304e-05	0.1	2	0.049962	1.448e-09	0.99965	0.00034808	0.01	0.0099997	0.0099987	4.5182e-06	7.4954e-15	7.4797e-10	0.0052409	0.99476	0.0075877	8.9997	0.00031266	4.5054e-12	7.4955e-12	0.00022097	0.99894	0.98952	0.010465	8.4434e-06	0.0034833	0.20034	7.9994e-10	9.9982e-15
0.59317	7.1998		0.97953	0.020001		9.2068e-11	9.2068e-05	0.00015662	0.00010139	-9.1157e-05	0.00018051	9.116e-05	0.1	2	0.04996	1.4986e-09	0.99965	0.00034717	0.01	0.0099996	0.0099986	4.6986e-06	7.4958e-15	7.4797e-10	0.0079089	0.99209	0.0034376	8.9997	0.00032988	4.5054e-12	7.4959e-12	0.00022847	0.99891	0.98927	0.010713	8.858e-06	0.0034763	0.2073	7.9993e-10	9.9982e-15
0.63216	7.1998		0.97953	0.020001		9.5885e-11	9.5885e-05	0.0001687	0.00010593	-9.4893e-05	0.00018782	9.4897e-05	0.1	2	0.049958	1.5972e-09	0.99966	0.00034379	0.01	0.0099996	0.0099985	5.0609e-06	7.4966e-15	7.4798e-10	0.017758	0.98224	0.00011105	8.9996	0.00036352	4.5056e-12	7.4966e-12	0.00024302	0.99887	0.9888	0.011177	9.6597e-06	0.0034482	0.22077	7.9993e-10	9.9981e-15
0.64021	7.1998		0.97953	0.020001		9.6692e-11	9.6692e-05	0.00017125	0.00010689	-9.5682e-05	0.00018937	9.5686e-05	0.1	2	0.049957	1.6175e-09	0.99966	0.00034286	0.01	0.0099996	0.0099984	5.1376e-06	7.4968e-15	7.4798e-10	0.020411	0.97959	6.145e-05	8.9996	0.00037048	4.5056e-12	7.4968e-12	0.00024603	0.99886	0.98871	0.01127	9.8241e-06	0.0034399	0.22354	7.9993e-10	9.9981e-15
